or,opt_time,pes_time,opt_minutes,pes_minutes,neighborhood,title,rent,bedrooms,pid,date,link,sqft,sourcepage,longitude,latitude,rent_sqft,region,index,price,commute
37.305279+-122.02977,3155.0,4961.0,52.583333333333336,82,cupertino,Fully Remodeled & Available Now Large 2x1 -Best Cupertino Schools!,2650.0,2.0,4528372009.0,2014-06-21,http://sfbay.craigslist.org/sby/apa/4528372009.html,1e3,http://sfbay.craigslist.org/apa/index1800.html,-122.02977,37.305279,2.65,sfbay,90,2650,67
37.305279+-122.02977,3155.0,4961.0,52.583333333333336,82,cupertino,Huge Townhome With W/D Available Now! Best Cupertino Schools!,2790.0,2.0,4548777005.0,2014-07-05,http://sfbay.craigslist.org/sby/apa/4548777005.html,1e3,http://sfbay.craigslist.org/apa/index2100.html,-122.02977,37.305279,2.79,sfbay,376,2790,67
37.602435+-122.387283,1794.0,3604.0,29.9,60,millbrae,$3080 Housing for Rent,3080.0,3.0,4534168676.0,2014-06-22,http://sfbay.craigslist.org/pen/apa/4534168676.html,1200.0,http://sfbay.craigslist.org/apa/index100.html,-122.387283,37.602435,2.566666666666667,sfbay,91,3080,44
37.431039+-122.125874,2675.0,4334.0,44.583333333333336,72,palo alto,"Newly Renovated, Spacious & Sunny! Next to Midtown Shopping!",2945.0,2.0,4496346889.0,2014-06-02,http://sfbay.craigslist.org/pen/apa/4496346889.html,920.0,http://sfbay.craigslist.org/apa/index2700.html,-122.125874,37.431039,3.2010869565217392,sfbay,92,2945,58
37.422994+-122.111237,2798.0,4530.0,46.63333333333333,75,palo alto,Beautiful remoded house near Mitchell Park,6500.0,3.0,4528212627.0,2014-06-23,http://sfbay.craigslist.org/pen/apa/4528212627.html,1900.0,http://sfbay.craigslist.org/apa/index1700.html,-122.11123700000002,37.422994,3.4210526315789473,sfbay,95,6500,60
38.480806+-122.726662,4039.0,6193.0,67.31666666666666,103,santa rosa,What makes us different from our comps you ask? We are very very quiet,1999.0,2.0,4508827149.0,2014-06-07,http://sfbay.craigslist.org/nby/apa/4508827149.html,1242.0,http://sfbay.craigslist.org/apa/index2100.html,-122.726662,38.480806,1.609500805152979,sfbay,98,1999,85
37.971422+-122.063774,2070.0,3464.0,34.5,57,concord / pleasant hill / martinez,Great Loction!,1350.0,1.0,4534916565.0,2014-06-23,http://sfbay.craigslist.org/eby/apa/4534916565.html,680.0,http://sfbay.craigslist.org/apa/index2600.html,-122.063774,37.971422,1.9852941176470589,sfbay,99,1350,45
37.315742+-121.976169,3369.0,5187.0,56.15,86,mountain view,Large Upstairs Unit in West San Jose,1850.0,2.0,4519781622.0,2014-06-13,http://sfbay.craigslist.org/sby/apa/4519781622.html,850.0,http://sfbay.craigslist.org/apa/index100.html,-121.976169,37.315742,2.176470588235294,sfbay,100,1850,71
37.534536+-122.299779,2093.0,3471.0,34.88333333333333,57,san mateo,Spacious Two Bedroom/Pool/BBQ Area/ Paid PG&E,25498.0,2.0,4558929555.0,2014-07-08,http://sfbay.craigslist.org/pen/apa/4558929555.html,910.0,http://sfbay.craigslist.org/apa/index2300.html,-122.299779,37.534536,28.01978021978022,sfbay,101,25498,45
37.654058+-122.466978,1542.0,2850.0,25.7,47,daly city,Newly remodeled 3BD/3BA single family home + bonus family room,3895.0,3.0,4479788182.0,2014-05-20,http://sfbay.craigslist.org/pen/apa/4479788182.html,1780.0,http://sfbay.craigslist.org/apa/index2200.html,-122.466978,37.654058,2.188202247191011,sfbay,102,3895,36
37.795559+-122.425246,692.0,1635.0,11.533333333333333,27,pacific heights,"Sunny, Elegant, Corner Apt in Classic Bldg - Prime Location",4125.0,1.0,4529031913.0,2014-06-22,http://sfbay.craigslist.org/sfc/apa/4529031913.html,1100.0,http://sfbay.craigslist.org/apa/index1000.html,-122.425246,37.795559,3.75,sfbay,103,4125,19
37.895069+-122.499192,1906.0,3547.0,31.766666666666666,59,tiburon / belvedere,Stunning Marina Views - TOP FLOOR - Corner Apartment,3595.0,1.0,4486160188.0,2014-05-24,http://sfbay.craigslist.org/nby/apa/4486160188.html,1020.0,http://sfbay.craigslist.org/apa/index1600.html,-122.499192,37.895069,3.5245098039215685,sfbay,105,3595,45
37.895069+-122.499192,1906.0,3547.0,31.766666666666666,59,tiburon / belvedere,Stunning Marina Views - TOP FLOOR - Corner Apartment,3695.0,1.0,4533509313.0,2014-06-22,http://sfbay.craigslist.org/nby/apa/4533509313.html,1020.0,http://sfbay.craigslist.org/apa/index800.html,-122.499192,37.895069,3.622549019607843,sfbay,233,3695,45
37.895069+-122.499192,1906.0,3547.0,31.766666666666666,59,tiburon / belvedere,Stay Warm in this Cozy 1 Bedroom Apartment w/ Fireplace For 6 Month's,2250.0,1.0,4482007029.0,2014-05-21,http://sfbay.craigslist.org/nby/apa/4482007029.html,595.0,http://sfbay.craigslist.org/apa/index700.html,-122.499192,37.895069,3.7815126050420167,sfbay,414,2250,45
37.895069+-122.499192,1906.0,3547.0,31.766666666666666,59,tiburon / belvedere,Top Floor - Spacious 1 Bedroom w/ Vaulted Ceilings! End Location!!,2595.0,1.0,4496527158.0,2014-05-30,http://sfbay.craigslist.org/nby/apa/4496527158.html,700.0,http://sfbay.craigslist.org/apa/index900.html,-122.499192,37.895069,3.7071428571428573,sfbay,916,2595,45
37.535662+-122.262747,2196.0,4327.0,36.6,72,foster city,Look Out to The Bay Trail All Day from All Windows,3325.0,2.0,4472050382.0,2014-05-15,http://sfbay.craigslist.org/pen/apa/4472050382.html,963.0,http://sfbay.craigslist.org/apa/index1600.html,-122.262747,37.535662,3.4527518172377984,sfbay,106,3325,54
37.23673+-121.795961,4025.0,6304.0,67.08333333333333,105,san jose south,Comfortable One Bedroom In Great Community With Many Amenities,1745.0,1.0,4525375428.0,2014-06-17,http://sfbay.craigslist.org/sby/apa/4525375428.html,600.0,http://sfbay.craigslist.org/apa/index1500.html,-121.795961,37.23673,2.908333333333333,sfbay,109,1745,86
37.338281+-121.943674,3420.0,5321.0,57.0,88,santa clara,"Large 2 Bed 1 Bath Updated Unit,  Move In Ready",1725.0,2.0,4500918871.0,2014-06-02,http://sfbay.craigslist.org/sby/apa/4500918871.html,950.0,http://sfbay.craigslist.org/apa/index1600.html,-121.943674,37.338281,1.8157894736842106,sfbay,110,1725,72
37.835926+-122.25218,1342.0,2516.0,22.366666666666667,41,oakland rockridge / claremont,3 BEDROOM 2 BATH ACROSS THE STREET FROM CCAC ONE BLOCK FROM COLLEDGE,3700.0,3.0,4484731490.0,2014-06-13,http://sfbay.craigslist.org/eby/apa/4484731490.html,1500.0,http://sfbay.craigslist.org/apa/index2700.html,-122.25218,37.835926,2.466666666666667,sfbay,111,3700,31
37.796598+-122.456266,1082.0,2140.0,18.033333333333335,35,laurel hts / presidio,Wheelchair Accessible Apartment,3225.0,2.0,4482915489.0,2014-06-13,http://sfbay.craigslist.org/sfc/apa/4482915489.html,950.0,http://sfbay.craigslist.org/apa/index2200.html,-122.456266,37.796598,3.3947368421052633,sfbay,112,3225,26
37.356392+-121.955829,3272.0,5180.0,54.53333333333333,86,santa clara,Wonderful One Bedroom Fully Renovated Available End Of June!,1750.0,1.0,4509370509.0,2014-06-07,http://sfbay.craigslist.org/sby/apa/4509370509.html,600.0,http://sfbay.craigslist.org/apa/index1000.html,-121.955829,37.356392,2.9166666666666665,sfbay,113,1750,70
37.7712+-122.4413,1063.0,2254.0,17.716666666666665,37,alamo square / nopa,Victorian House,4800.0,3.0,4496325484.0,2014-05-30,http://sfbay.craigslist.org/sfc/apa/4496325484.html,1500.0,http://sfbay.craigslist.org/apa/index1600.html,-122.4413,37.7712,3.2,sfbay,115,4800,27
37.7712+-122.4413,1063.0,2254.0,17.716666666666665,37,haight ashbury,3 Bedroom 2 bath with Garage Parking,6600.0,3.0,4542269156.0,2014-06-27,http://sfbay.craigslist.org/sfc/apa/4542269156.html,2e3,http://sfbay.craigslist.org/apa/index1400.html,-122.4413,37.7712,3.3,sfbay,557,6600,27
37.7195+-122.4411,1152.0,2363.0,19.2,39,USF / panhandle,2 bedroom Ocean View Home for Rent,3e3,2.0,4516408864.0,2014-06-16,http://sfbay.craigslist.org/sfc/apa/4516408864.html,1e3,http://sfbay.craigslist.org/apa/index1000.html,-122.4411,37.7195,3.0,sfbay,116,3000,29
37.264004+-121.941586,3457.0,5321.0,57.61666666666667,88,los gatos,Desirable 2-bedroom 2-bathroom Cambrian Condo,2850.0,2.0,4501387602.0,2014-06-02,http://sfbay.craigslist.org/sby/apa/4501387602.html,960.0,http://sfbay.craigslist.org/apa/index400.html,-121.94158600000002,37.264004,2.96875,sfbay,117,2850,72
37.362846+-121.96323,3090.0,4910.0,51.5,81,santa clara,"Very large 2 bed, 1 bath fourplex in ideal Santa Clara",1800.0,2.0,4547453363.0,2014-06-30,http://sfbay.craigslist.org/sby/apa/4547453363.html,750.0,http://sfbay.craigslist.org/apa/index100.html,-121.96323,37.36284600000001,2.4,sfbay,118,1800,66
37.937937+-122.024434,2326.0,4113.0,38.766666666666666,68,concord / pleasant hill / martinez,"DON'T MISS OUT: SPACIOUS, GROUND LEVEL 1X1 w/PRIVATE GARAGE!",1650.0,1.0,4551338105.0,2014-07-08,http://sfbay.craigslist.org/eby/apa/4551338105.html,570.0,http://sfbay.craigslist.org/apa/index700.html,-122.024434,37.937937,2.8947368421052633,sfbay,122,1650,53
37.336653+-121.888042,3542.0,5768.0,59.03333333333333,96,san jose downtown,Spacious open floorplan downtown :: W/D in apartment & PARKING!!,2195.0,1.0,4535122976.0,2014-07-04,http://sfbay.craigslist.org/sby/apa/4535122976.html,750.0,http://sfbay.craigslist.org/apa/index500.html,-121.888042,37.33665300000001,2.9266666666666667,sfbay,123,2195,77
38.344601+-122.693993,3684.0,5912.0,61.4,98,rohnert pk / cotati,"REMODELED TOWNHOUSE, ATTACHED GARAGE, BACKYARD",1450.0,1.0,4484036349.0,2014-05-29,http://sfbay.craigslist.org/nby/apa/4484036349.html,800.0,http://sfbay.craigslist.org/apa/index600.html,-122.693993,38.344601,1.8125,sfbay,125,1450,79
37.279004+-121.874363,3591.0,5510.0,59.85,91,san jose south,Exactly how you want to live in South San Jose,2285.0,2.0,4538947778.0,2014-06-25,http://sfbay.craigslist.org/sby/apa/4538947778.html,1002.0,http://sfbay.craigslist.org/apa/index1200.html,-121.874363,37.279004,2.280439121756487,sfbay,126,2285,75
37.4673+-122.1388,2633.0,4021.0,43.88333333333333,67,east palo alto,Marvelous Studio w/Bed Alcove and Large Private Balcony.,1590.0,NA,4562942227.0,2014-07-10,http://sfbay.craigslist.org/pen/apa/4562942227.html,424.0,http://sfbay.craigslist.org/apa/index700.html,-122.1388,37.4673,3.75,sfbay,907,1590,55
37.419793+-121.927025,3123.0,4731.0,52.05,78,milpitas,A Great Place To Call Home! Great Views!,4050.0,3.0,4543360058.0,2014-06-28,http://sfbay.craigslist.org/sby/apa/4543360058.html,1630.0,http://sfbay.craigslist.org/apa/index2100.html,-121.927025,37.419793,2.4846625766871164,sfbay,129,4050,65
37.419793+-121.927025,3123.0,4731.0,52.05,78,milpitas,Central Air Conditioned Two Bedroom! Relax By The Pool and Spa!,2630.0,2.0,4494622379.0,2014-05-29,http://sfbay.craigslist.org/sby/apa/4494622379.html,1128.0,http://sfbay.craigslist.org/apa/index1600.html,-121.927025,37.419793,2.3315602836879434,sfbay,762,2630,65
37.902042+-122.053763,1987.0,3361.0,33.11666666666667,56,walnut creek,2x2 Waiting For You!! Enjoy Broadway Plaza in WC,1645.0,2.0,4551932191.0,2014-07-03,http://sfbay.craigslist.org/eby/apa/4551932191.html,900.0,http://sfbay.craigslist.org/apa/index900.html,-122.053763,37.902042,1.8277777777777777,sfbay,130,1645,44
37.902042+-122.053763,1987.0,3361.0,33.11666666666667,56,walnut creek,Live In The East Bay*Walk To Broadway Plaza,1645.0,2.0,4554206041.0,2014-07-05,http://sfbay.craigslist.org/eby/apa/4554206041.html,900.0,http://sfbay.craigslist.org/apa/index1300.html,-122.053763,37.902042,1.8277777777777777,sfbay,655,1645,44
37.410227+-121.942672,3107.0,4788.0,51.78333333333333,79,san jose north,"HUGE TWO BEDROOM, TONS OF NATURAL LIGHT!",3090.0,2.0,4517868798.0,2014-06-12,http://sfbay.craigslist.org/sby/apa/4517868798.html,1249.0,http://sfbay.craigslist.org/apa/index700.html,-121.942672,37.410227,2.4739791833466773,sfbay,132,3090,65
37.410227+-121.942672,3107.0,4788.0,51.78333333333333,79,san jose north,COME LIVE AT THE ONLY LUXURY MODEST SCALE COMMUNITY IN THE AREA!!!,2500.0,2.0,4508931286.0,2014-06-07,http://sfbay.craigslist.org/sby/apa/4508931286.html,829.0,http://sfbay.craigslist.org/apa/index2100.html,-121.942672,37.410227,3.0156815440289506,sfbay,488,2500,65
37.410227+-121.942672,3107.0,4788.0,51.78333333333333,79,san jose north,LUXURY LIVING THAT IS ALMOST COMPLETELY FULL!!!,2500.0,1.0,4537017962.0,2014-06-24,http://sfbay.craigslist.org/sby/apa/4537017962.html,8560.0,http://sfbay.craigslist.org/apa/index1500.html,-121.942672,37.410227,0.29205607476635514,sfbay,859,2500,65
37.418+-122.1274,3102.0,4960.0,51.7,82,palo alto,Spacious Studio- avail NOW,2155.0,NA,4480400845.0,2014-05-27,http://sfbay.craigslist.org/pen/apa/4480400845.html,590.0,http://sfbay.craigslist.org/apa/index2700.html,-122.1274,37.418,3.652542372881356,sfbay,134,2155,66
37.461196+-122.222902,2633.0,4315.0,43.88333333333333,71,redwood city,What a find!,3395.0,2.0,4522284060.0,2014-06-21,http://sfbay.craigslist.org/pen/apa/4522284060.html,1200.0,http://sfbay.craigslist.org/apa/,-122.222902,37.461196,2.8291666666666666,sfbay,137,3395,57
37.288074+-121.987805,3447.0,5348.0,57.45,89,campbell,"3-bedroom 2-bath $2,295.00",2295.0,3.0,4538449609.0,2014-06-27,http://sfbay.craigslist.org/sby/apa/4538449609.html,1300.0,http://sfbay.craigslist.org/apa/index2000.html,-121.987805,37.288074,1.7653846153846153,sfbay,138,2295,73
37.343841+-121.936968,3424.0,5239.0,57.06666666666667,87,santa clara,3 Bedroom Home In Santa Clara,2950.0,3.0,4558882910.0,2014-07-08,http://sfbay.craigslist.org/sby/apa/4558882910.html,1262.0,http://sfbay.craigslist.org/apa/index2100.html,-121.936968,37.343841,2.3375594294770208,sfbay,141,2950,72
37.3864+-121.88,3446.0,5587.0,57.43333333333333,93,san jose downtown,Transportation is easy from here. . ..,2871.0,2.0,4525660664.0,2014-06-17,http://sfbay.craigslist.org/sby/apa/4525660664.html,1015.0,http://sfbay.craigslist.org/apa/index700.html,-121.88,37.3864,2.8285714285714287,sfbay,143,2871,75
37.70353+-122.462405,1196.0,2488.0,19.933333333333334,41,daly city,2 bedroom 2.5 bath townhouse with washer and dryer! Reserve today!,3e3,2.0,4473770061.0,2014-05-16,http://sfbay.craigslist.org/pen/apa/4473770061.html,1052.0,http://sfbay.craigslist.org/apa/index1300.html,-122.462405,37.70353,2.8517110266159698,sfbay,145,3000,30
37.372067+-121.881723,3370.0,5316.0,56.166666666666664,88,san jose north,Brand new house steps away from future BART Berryessa Extension,4e3,4.0,4459987653.0,2014-05-20,http://sfbay.craigslist.org/sby/apa/4459987653.html,2140.0,http://sfbay.craigslist.org/apa/,-121.881723,37.372067,1.8691588785046729,sfbay,147,4000,72
37.341737+-122.04151,3071.0,4864.0,51.18333333333333,81,sunnyvale,Newer Kitchen with Granite Counters. New Laminate Floors.,1650.0,1.0,4532438893.0,2014-06-25,http://sfbay.craigslist.org/sby/apa/4532438893.html,600.0,http://sfbay.craigslist.org/apa/index600.html,-122.04151,37.341737,2.75,sfbay,148,1650,66
37.4989+-122.221677,2315.0,3586.0,38.583333333333336,59,redwood city,Remodeled Townhome On Bair Island-Water Views,4655.0,3.0,4562728040.0,2014-07-10,http://sfbay.craigslist.org/pen/apa/4562728040.html,1416.0,http://sfbay.craigslist.org/apa/index1400.html,-122.221677,37.4989,3.2874293785310735,sfbay,149,4655,48
37.349041+-121.900366,3211.0,5084.0,53.516666666666666,84,san jose downtown,Classic Downtown Apartment with Hardwood Floors,1100.0,1.0,4471459510.0,2014-05-22,http://sfbay.craigslist.org/sby/apa/4471459510.html,600.0,http://sfbay.craigslist.org/apa/index600.html,-121.900366,37.349041,1.8333333333333333,sfbay,150,1100,68
37.773167+-122.396669,741.0,1720.0,12.35,28,SOMA / south beach,Loft Living on Mission Bay,3547.0,1.0,4546863448.0,2014-06-30,http://sfbay.craigslist.org/sfc/apa/4546863448.html,720.0,http://sfbay.craigslist.org/apa/index1400.html,-122.396669,37.773167,4.926388888888889,sfbay,151,3547,20
37.773167+-122.396669,741.0,1720.0,12.35,28,SOMA / south beach,"Amazing Space...1105sf, Amazing Amenities",4943.0,2.0,4499304337.0,2014-06-01,http://sfbay.craigslist.org/sfc/apa/4499304337.html,1105.0,http://sfbay.craigslist.org/apa/index900.html,-122.396669,37.773167,4.473303167420815,sfbay,315,4943,20
37.773167+-122.396669,741.0,1720.0,12.35,28,SOMA / south beach,Our most popular floor plan,2804.0,1.0,4561316261.0,2014-07-09,http://sfbay.craigslist.org/sfc/apa/4561316261.html,535.0,http://sfbay.craigslist.org/apa/index600.html,-122.396669,37.773167,5.241121495327103,sfbay,330,2804,20
38.363158+-121.998819,3652.0,5405.0,60.86666666666667,90,fairfield / vacaville,2- Bedroom Duplex Unit with Parking/Laundry...,1200.0,2.0,4494374904.0,2014-05-29,http://sfbay.craigslist.org/eby/apa/4494374904.html,800.0,http://sfbay.craigslist.org/apa/index2200.html,-121.998819,38.363158,1.5,sfbay,154,1200,75
37.281655+-121.935767,3615.0,5614.0,60.25,93,campbell,Amazing Location Minutes From The Pruneyard Shopping Center!,2390.0,2.0,4473612604.0,2014-05-16,http://sfbay.craigslist.org/sby/apa/4473612604.html,800.0,http://sfbay.craigslist.org/apa/index2000.html,-121.935767,37.281655,2.9875,sfbay,155,2390,76
37.281655+-121.935767,3615.0,5614.0,60.25,93,campbell,Totally Awesome & Recently Remodeled,2305.0,2.0,4528539406.0,2014-06-19,http://sfbay.craigslist.org/sby/apa/4528539406.html,800.0,http://sfbay.craigslist.org/apa/index2300.html,-121.935767,37.281655,2.88125,sfbay,763,2305,76
37.424205+-122.197612,2686.0,4221.0,44.766666666666666,70,menlo park,Large One Bedroom For Immediate Move In!!!,2804.0,1.0,4534859915.0,2014-06-23,http://sfbay.craigslist.org/pen/apa/4534859915.html,810.0,http://sfbay.craigslist.org/apa/index2800.html,-122.197612,37.424205,3.4617283950617286,sfbay,156,2804,57
37.403523+-122.096086,2927.0,4512.0,48.78333333333333,75,mountain view,Fantastic 2 Bedroom! Great Location!,2766.0,2.0,4509319578.0,2014-06-07,http://sfbay.craigslist.org/sby/apa/4509319578.html,826.0,http://sfbay.craigslist.org/apa/index1200.html,-122.096086,37.403523,3.348668280871671,sfbay,157,2766,61
37.908992+-122.066259,1839.0,3118.0,30.65,51,walnut creek,Pet-Friendly Community!,2237.0,1.0,4541678659.0,2014-06-27,http://sfbay.craigslist.org/eby/apa/4541678659.html,650.0,http://sfbay.craigslist.org/apa/index3200.html,-122.066259,37.908992,3.4415384615384617,sfbay,159,2237,40
37.441746+-122.155244,2859.0,4305.0,47.65,71,palo alto,"Downtown Furnished Craftsman 3 bdrm + office, 2.5 bath, remodeled",13855.0,3.0,4492037330.0,2014-06-19,http://sfbay.craigslist.org/pen/apa/4492037330.html,2401.0,http://sfbay.craigslist.org/apa/index200.html,-122.155244,37.441746,5.770512286547272,sfbay,160,13855,59
37.565287+-122.2684,2022.0,3830.0,33.7,63,foster city,"In-home, full size w/d & top-of-the line appliances",2904.0,2.0,4534838343.0,2014-06-23,http://sfbay.craigslist.org/pen/apa/4534838343.html,1100.0,http://sfbay.craigslist.org/apa/index2900.html,-122.2684,37.565287,2.64,sfbay,161,2904,48
37.565287+-122.2684,2022.0,3830.0,33.7,63,foster city,Harwood Floors in Our Gorgeous Waterfront Community!,2687.0,1.0,4483506502.0,2014-05-22,http://sfbay.craigslist.org/pen/apa/4483506502.html,850.0,http://sfbay.craigslist.org/apa/index1200.html,-122.2684,37.565287,3.1611764705882353,sfbay,809,2687,48
37.737304+-121.432494,3826.0,5625.0,63.766666666666666,93,dublin / pleasanton / livermore,Two-bdr/one bath Apartment in Tracy,820.0,2.0,4495565832.0,2014-05-30,http://sfbay.craigslist.org/eby/apa/4495565832.html,700.0,http://sfbay.craigslist.org/apa/index3500.html,-121.432494,37.737304,1.1714285714285715,sfbay,162,820,78
37.558867+-121.967812,2994.0,4825.0,49.9,80,fremont / union city / newark,Every Apartment has IMMENSE Walk-In Closets!,2050.0,1.0,4473502989.0,2014-05-16,http://sfbay.craigslist.org/eby/apa/4473502989.html,747.0,http://sfbay.craigslist.org/apa/index2300.html,-121.967812,37.558867,2.7443105756358768,sfbay,163,2050,64
37.31596+-121.843191,3621.0,5769.0,60.35,96,San Jose,Graduate to our Efficient & Comfortable 540 sq. ft. 1x1,1550.0,1.0,4473282872.0,2014-05-22,http://sfbay.craigslist.org/sby/apa/4473282872.html,540.0,http://sfbay.craigslist.org/apa/index800.html,-121.843191,37.31596,2.8703703703703702,sfbay,164,1550,78
37.385126+-122.044807,2895.0,4576.0,48.25,76,sunnyvale,Just What You've Been Looking for ... The Grove Apartments!,2470.0,2.0,4541827618.0,2014-06-27,http://sfbay.craigslist.org/sby/apa/4541827618.html,912.0,http://sfbay.craigslist.org/apa/index2300.html,-122.044807,37.385126,2.7083333333333335,sfbay,165,2470,62
